track_id,album_id,album_title,album_url,artist_id,artist_name,artist_url,artist_website,license_image_file,license_image_file_large,license_parent_id,license_title,license_url,tags,track_bit_rate,track_comments,track_composer,track_copyright_c,track_copyright_p,track_date_created,track_date_recorded,track_disc_number,track_duration,track_explicit,track_explicit_notes,track_favorites,track_file,track_genres,track_image_file,track_information,track_instrumental,track_interest,track_language_code,track_listens,track_lyricist,track_number,track_publisher,track_title,track_url
156,136,Kohoutek,http://freemusicarchive.org/music/Celesteville/Kohoutek/,98,Celesteville,http://freemusicarchive.org/music/Celesteville/,http://www.tapemountain.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],128000,0,,,,11/26/2008 02:02:24 AM,,1,5:49,,,0,music/WFMU/Celesteville/Kohoutek/Celesteville_-_06_-_For_To_Pour.mp3,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",https://freemusicarchive.org/file/images/albums/Celesteville_-_Kohoutek_-_2009113012108751.jpg,,0,1382,en,17,,6,,For To Pour,http://freemusicarchive.org/music/Celesteville/Kohoutek/For_To_Pour
157,126,Over In A Big Way,http://freemusicarchive.org/music/BronhardGoingPublic/Over_In_A_Big_Way/,92,Bronhard/Going/Public,http://freemusicarchive.org/music/BronhardGoingPublic/,http://www.ortolanpublishing.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,Walter Bronhard + Dylan Going + Dave Public,,,11/26/2008 02:00:22 AM,1/01/2007,1,5:12,,,1,music/WFMU/BronhardGoingPublic/Over_In_A_Big_Way/BronhardGoingPublic_-_04_-_Bastard_Boise.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}, {'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}, {'genre_id': '38', 'genre_title': 'Experimental', 'genre_url': 'http://freemusicarchive.org/genre/Experimental/'}]",https://freemusicarchive.org/file/images/albums/BronhardGoingPublic_-_Over_In_A_Big_Way_-_2009113012036632.jpg,,0,1495,en,116,,4,,Bastard Boise,http://freemusicarchive.org/music/BronhardGoingPublic/Over_In_A_Big_Way/Bastard_Boise
158,135,Vast and Sad,http://freemusicarchive.org/music/Celesteville/Vast_and_Sad/,98,Celesteville,http://freemusicarchive.org/music/Celesteville/,http://www.tapemountain.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],160000,0,,,,11/26/2008 02:02:33 AM,11/26/2008,1,14:59,,,0,music/WFMU/Celesteville/Vast_and_Sad/Celesteville_-_06_-_Waterfall_Emerald_City_Coffee_Seattle.mp3,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}]",https://freemusicarchive.org/file/images/albums/Celesteville_-_Vast_and_Sad_-_2009113012111703.jpg,,0,1743,en,922,,6,,"Waterfall (Emerald City Coffee, Seattle)",http://freemusicarchive.org/music/Celesteville/Vast_and_Sad/Waterfall_Emerald_City_Coffee_Seattle
159,130,Butthash,http://freemusicarchive.org/music/CAVE/Butthash/,95,CAVE,http://freemusicarchive.org/music/CAVE/,http://www.myspace.com/realreelpro,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],128000,0,,,,11/25/2008 10:01:08 PM,11/26/2008,1,5:01,,,45,music/WFMU/CAVE/Butthash/CAVE_-_Machines_and_Muscles.mp3,"[{'genre_id': '36', 'genre_title': 'Krautrock', 'genre_url': 'http://freemusicarchive.org/genre/Krautrock/'}]",https://freemusicarchive.org/file/images/albums/CAVE_-_Butthash_-_2009113012106677.jpg,,0,11132,en,7765,,0,,Machines and Muscles,http://freemusicarchive.org/music/CAVE/Butthash/Machines_and_Muscles
160,1697,On the Back of a Dying Beast: Volume 1,http://freemusicarchive.org/music/Borful_Tang/On_the_Back_of_a_Dying_Beast_Volume_1/,90,Borful Tang,http://freemusicarchive.org/music/Borful_Tang/,http://www.gigantesound.com/artist_borful.html,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,Borful Tang,,,11/26/2008 01:58:05 AM,8/30/2006,2,12:36,,,2,music/WFMU/Borful_Tang/On_the_Back_of_a_Dying_Beast_Volume_1/Borful_Tang_-_07_-_ELI.mp3,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",https://freemusicarchive.org/file/images/albums/Borful_Tang_-_On_the_Back_of_a_Dying_Beast_Volume_1_-_2009113012020300.jpg,,0,1369,en,148,,7,,ELI,http://freemusicarchive.org/music/Borful_Tang/On_the_Back_of_a_Dying_Beast_Volume_1/ELI_1
161,134,Birdlike Movements,http://freemusicarchive.org/music/Celesteville/Birdlike_Movements/,98,Celesteville,http://freemusicarchive.org/music/Celesteville/,http://www.tapemountain.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],160000,0,,,,11/26/2008 02:02:02 AM,,1,1:44,,,0,music/WFMU/Celesteville/Birdlike_Movements/Celesteville_-_03_-_Recessional.mp3,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",https://freemusicarchive.org/file/images/artists/Celesteville_-_2009113014603257.jpg,,0,401,en,60,,3,,Recessional,http://freemusicarchive.org/music/Celesteville/Birdlike_Movements/Recessional
162,69,Arc and Sender,http://freemusicarchive.org/music/Arc_and_Sender/Arc_and_Sender/,60,Arc and Sender,http://freemusicarchive.org/music/Arc_and_Sender/,http://www.myspace.com/arcandsender,http://i.creativecommons.org/l/by-nc-nd/3.0/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,http://creativecommons.org/licenses/by-nc-nd/3.0/,[],256000,0,Arc and Sender,,,11/26/2008 01:45:00 AM,11/26/2008,1,6:45,,,5,music/WFMU/Arc_and_Sender/Arc_and_Sender/Arc_and_Sender_-_02_-_Hundred-Year_Flood.mp3,"[{'genre_id': '26', 'genre_title': 'Post-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Post-Rock/'}]",https://freemusicarchive.org/file/images/albums/Arc_and_Sender_-_Arc_and_Sender_-_2009113011849014.jpg,,0,354,en,424,,2,,Hundred-Year Flood,http://freemusicarchive.org/music/Arc_and_Sender/Arc_and_Sender/Hundred-Year_Flood
163,124,The Definitive Host,http://freemusicarchive.org/music/Brian_Joseph_Davis/The_Definitive_Host/,91,Brian Joseph Davis,http://freemusicarchive.org/music/Brian_Joseph_Davis/,brianjosephdavis.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,Brian Joseph Davis,,,11/26/2008 01:59:37 AM,11/26/2008,1,1:54,,,0,music/Blocks_Recording_Club/Brian_Joseph_Davis/The_Definitive_Host/Brian_Joseph_Davis_-_06_-_An_Audio_Walk_Through_Greater_Newcastle.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}]",https://freemusicarchive.org/file/images/albums/Brian_Joseph_Davis_-_The_Definitive_Host_-_2009113012032959.jpg,,0,883,en,117,,6,,An Audio Walk Through Greater Newcastle,http://freemusicarchive.org/music/Brian_Joseph_Davis/The_Definitive_Host/An_Audio_Walk_Through_Greater_Newcastle
164,110,Gold Collection,http://freemusicarchive.org/music/Blah_Blah_Blah/Gold_Collection/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:53:29 AM,1/01/1981,1,3:19,,,2,music/WFMU/Blah_Blah_Blah/Gold_Collection/Blah_Blah_Blah_-_12_-_Liquidizing_Chickens.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_Gold_Collection_-_2009113011950045.jpg,,0,300,en,217,,12,,Liquidizing Chickens,http://freemusicarchive.org/music/Blah_Blah_Blah/Gold_Collection/Liquidizing_Chickens
165,133,Lingua Ignota,http://freemusicarchive.org/music/Celesteville/Lingua_Ignota/,98,Celesteville,http://freemusicarchive.org/music/Celesteville/,http://www.tapemountain.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],160000,0,,,,11/26/2008 02:02:29 AM,1/01/2001,1,4:03,,,0,music/WFMU/Celesteville/Lingua_Ignota/Celesteville_-_06_-_In_the_Sky.mp3,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}]",https://freemusicarchive.org/file/images/albums/Celesteville_-_Lingua_Ignota_-_2009113012109752.jpg,,0,489,en,85,,6,,In the Sky,http://freemusicarchive.org/music/Celesteville/Lingua_Ignota/In_the_Sky
166,126,Over In A Big Way,http://freemusicarchive.org/music/BronhardGoingPublic/Over_In_A_Big_Way/,92,Bronhard/Going/Public,http://freemusicarchive.org/music/BronhardGoingPublic/,http://www.ortolanpublishing.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,Walter Bronhard + Dylan Going + Dave Public,,,11/26/2008 02:00:37 AM,1/01/2007,1,4:26,,,0,music/WFMU/BronhardGoingPublic/Over_In_A_Big_Way/BronhardGoingPublic_-_09_-_Registered_Sax_Offender_II.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}, {'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}, {'genre_id': '38', 'genre_title': 'Experimental', 'genre_url': 'http://freemusicarchive.org/genre/Experimental/'}]",https://freemusicarchive.org/file/images/albums/BronhardGoingPublic_-_Over_In_A_Big_Way_-_2009113012036632.jpg,,0,1267,en,353,,9,,Registered Sax Offender II,http://freemusicarchive.org/music/BronhardGoingPublic/Over_In_A_Big_Way/Registered_Sax_Offender_II
167,133,Lingua Ignota,http://freemusicarchive.org/music/Celesteville/Lingua_Ignota/,98,Celesteville,http://freemusicarchive.org/music/Celesteville/,http://www.tapemountain.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],160000,0,,,,11/26/2008 02:01:33 AM,1/01/2001,1,4:41,,,0,music/WFMU/Celesteville/Lingua_Ignota/Celesteville_-_01_-_Asterism.mp3,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}]",https://freemusicarchive.org/file/images/albums/Celesteville_-_Lingua_Ignota_-_2009113012109752.jpg,,0,319,en,85,,1,,Asterism,http://freemusicarchive.org/music/Celesteville/Lingua_Ignota/Asterism
168,110,Gold Collection,http://freemusicarchive.org/music/Blah_Blah_Blah/Gold_Collection/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:52:51 AM,1/01/1981,1,2:26,,,0,music/WFMU/Blah_Blah_Blah/Gold_Collection/Blah_Blah_Blah_-_05_-_Going_Down_to_Soho.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_Gold_Collection_-_2009113011950045.jpg,,0,194,en,109,,5,,Going Down to Soho,http://freemusicarchive.org/music/Blah_Blah_Blah/Gold_Collection/Going_Down_to_Soho
169,124,The Definitive Host,http://freemusicarchive.org/music/Brian_Joseph_Davis/The_Definitive_Host/,91,Brian Joseph Davis,http://freemusicarchive.org/music/Brian_Joseph_Davis/,brianjosephdavis.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,Brian Joseph Davis,,,11/26/2008 01:59:09 AM,11/26/2008,1,1:56,,,0,music/Blocks_Recording_Club/Brian_Joseph_Davis/The_Definitive_Host/Brian_Joseph_Davis_-_03_-_Il_bouno_il_bruto_il_skronko.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}]",https://freemusicarchive.org/file/images/albums/Brian_Joseph_Davis_-_The_Definitive_Host_-_2009113012032959.jpg,,0,367,en,117,,3,,"Il bouno, il bruto, il skronko",http://freemusicarchive.org/music/Brian_Joseph_Davis/The_Definitive_Host/Il_bouno_il_bruto_il_skronko
170,112,30th Anniversary Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:54:23 AM,1/01/1981,1,2:30,,,0,music/WFMU/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Blah_Blah_Blah_-_Down_in_the_pits_again.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_30th_Anniversary_Blah_Blah_Blah_-_2009113011950686.jpg,,0,202,en,71,,0,Cherry Red Music (UK),Down in the pits again,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Down_in_the_pits_again
171,84,Blue Piano,http://freemusicarchive.org/music/Ed_Askew/Blue_Piano/,127,Ed Askew,http://freemusicarchive.org/music/Ed_Askew/,http://www.facebook.com/ecaskew?v=feed ,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,11/26/2008 01:47:37 AM,,1,5:24,,,0,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_09_-_My_Dream.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/albums/Ed_Askew_-_Blue_Piano_-_2009113012359847.jpg,,0,1954,en,688,,9,,My Dream,http://freemusicarchive.org/music/Ed_Askew/Blue_Piano/My_Dream
172,125,Original Soundtrack: Work for 20 DVD Players,http://freemusicarchive.org/music/Brian_Joseph_Davis/Original_Soundtrack_Work_for_20_DVD_Players/,91,Brian Joseph Davis,http://freemusicarchive.org/music/Brian_Joseph_Davis/,brianjosephdavis.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,11/26/2008 01:59:34 AM,10/01/2008,1,6:24,,,2,music/Blocks_Recording_Club/Brian_Joseph_Davis/Original_Soundtrack_Work_for_20_DVD_Players/Brian_Joseph_Davis_-_05_-_Track5.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}]",https://freemusicarchive.org/file/images/albums/Brian_Joseph_Davis_-_Original_Soundtrack_Work_for_20_DVD_Players_-_2009113012031225.jpg,,0,1409,en,648,,5,,Track5,http://freemusicarchive.org/music/Brian_Joseph_Davis/Original_Soundtrack_Work_for_20_DVD_Players/Track5
173,1697,On the Back of a Dying Beast: Volume 1,http://freemusicarchive.org/music/Borful_Tang/On_the_Back_of_a_Dying_Beast_Volume_1/,90,Borful Tang,http://freemusicarchive.org/music/Borful_Tang/,http://www.gigantesound.com/artist_borful.html,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,11/26/2008 01:57:52 AM,8/30/2006,1,11:44,,,2,music/WFMU/Borful_Tang/On_the_Back_of_a_Dying_Beast_Volume_1/Borful_Tang_-_03_-_Wonder_Inn.mp3,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",https://freemusicarchive.org/file/images/albums/Borful_Tang_-_On_the_Back_of_a_Dying_Beast_Volume_1_-_2009113012020300.jpg,,0,1478,en,392,,3,,Wonder Inn,http://freemusicarchive.org/music/Borful_Tang/On_the_Back_of_a_Dying_Beast_Volume_1/Wonder_Inn
174,110,Gold Collection,http://freemusicarchive.org/music/Blah_Blah_Blah/Gold_Collection/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:53:07 AM,1/01/1981,1,1:27,,,0,music/WFMU/Blah_Blah_Blah/Gold_Collection/Blah_Blah_Blah_-_09_-_Itching_in_my_pants.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_Gold_Collection_-_2009113011950045.jpg,,0,156,en,90,,9,,Itching in my pants,http://freemusicarchive.org/music/Blah_Blah_Blah/Gold_Collection/Itching_in_my_pants
175,79,Scared Famous,http://freemusicarchive.org/music/Ariel_Pinks_Haunted_Graffiti/Scared_Famous/,64,Ariel Pink's Haunted Graffiti,http://freemusicarchive.org/music/Ariel_Pinks_Haunted_Graffiti/,http://www.ariel-pink.com/,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:46:31 AM,1/01/2006,1,2:51,,,8,music/WFMU/Ariel_Pinks_Haunted_Graffiti/Scared_Famous/Ariel_Pinks_Haunted_Graffiti_-_01_-_Gopacapulco.mp3,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}]",https://freemusicarchive.org/file/images/albums/Ariel_Pinks_Haunted_Graffiti_-_Scared_Famous_-_2009113011857702.jpg,,0,1736,en,1339,,1,,Gopacapulco,http://freemusicarchive.org/music/Ariel_Pinks_Haunted_Graffiti/Scared_Famous/Gopacapulco
176,136,Kohoutek,http://freemusicarchive.org/music/Celesteville/Kohoutek/,98,Celesteville,http://freemusicarchive.org/music/Celesteville/,http://www.tapemountain.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],128000,0,,,,11/26/2008 02:02:40 AM,,1,0:59,,,0,music/WFMU/Celesteville/Kohoutek/Celesteville_-_07_-_Appear_To_Be.mp3,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",https://freemusicarchive.org/file/images/albums/Celesteville_-_Kohoutek_-_2009113012108751.jpg,,0,254,en,27,,7,,Appear To Be,http://freemusicarchive.org/music/Celesteville/Kohoutek/Appear_To_Be
177,137,Spirit Duplicator,http://freemusicarchive.org/music/Celesteville/Spirit_Duplicator/,98,Celesteville,http://freemusicarchive.org/music/Celesteville/,http://www.tapemountain.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],160000,0,,,,11/26/2008 02:02:39 AM,,1,2:53,,,0,music/WFMU/Celesteville/Spirit_Duplicator/Celesteville_-_06_-_Winged_Ear.mp3,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",https://freemusicarchive.org/file/images/artists/Celesteville_-_2009113014603257.jpg,,0,235,en,23,,6,,Winged Ear,http://freemusicarchive.org/music/Celesteville/Spirit_Duplicator/Winged_Ear
178,106,I,http://freemusicarchive.org/music/Black_Pus/I/,83,Black Pus,http://freemusicarchive.org/music/Black_Pus/,http://laserbeast.com/,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],128000,0,,,,11/26/2008 01:51:41 AM,1/01/2005,1,2:21,,,0,music/WFMU/Black_Pus/I/Black_Pus_-_04_-_Translucent_Human.mp3,"[{'genre_id': '32', 'genre_title': 'Noise', 'genre_url': 'http://freemusicarchive.org/genre/Noise/'}]",https://freemusicarchive.org/file/images/albums/Black_Pus_-_I_-_2009113011948953.jpg,,0,229,en,136,,4,,Translucent Human,http://freemusicarchive.org/music/Black_Pus/I/Translucent_Human
179,1,AWOL - A Way Of Life,http://freemusicarchive.org/music/AWOL/AWOL_-_A_Way_Of_Life/,1,AWOL,http://freemusicarchive.org/music/AWOL/,http://www.AzillionRecords.blogspot.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,11/26/2008 01:48:12 AM,11/26/2008,1,2:48,Radio-Unsafe,,2,music/WFMU/AWOL/AWOL_-_A_Way_Of_Life/AWOL_-_03_-_Food.mp3,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",https://freemusicarchive.org/file/images/albums/AWOL_-_AWOL_-_A_Way_Of_Life_-_2009113011911435.jpg,,0,4656,en,1293,,3,,Food,http://freemusicarchive.org/music/AWOL/AWOL_-_A_Way_Of_Life/Food
180,108,Green Collection,http://freemusicarchive.org/music/Blah_Blah_Blah/Green_Collection/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:52:57 AM,9/01/2007,1,3:19,,,0,music/WFMU/Blah_Blah_Blah/Green_Collection/Blah_Blah_Blah_-_06_-_Tropical_Sheep.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_Green_Collection_-_2009113011951877.jpg,,0,833,en,748,,6,,Tropical Sheep,http://freemusicarchive.org/music/Blah_Blah_Blah/Green_Collection/Tropical_Sheep
